province,region,year,dead,injured/ill,missing,affected_families,affected_persons,dmg_house_totally,dmg_house_partial,cost_agri,cost_infra,cost_house,cost_priv,cost_others,cost_total
Cebu,VII,2024,2,10,0,14367,42743,6,5,0.0,0.0,0.0,0.0,0.0,0.0
Negros Oriental,VII,2024,0,0,0,2137,5207,3,9,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,VII,2024,5,1,1,0,0,46,171,0.0,226044.11,0.0,0.0,0.0,226044.11
Bohol,VII,2024,2,0,0,51256,69766,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Siquijor,VII,2024,0,0,0,49,96,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Samar,VIII,2024,0,0,2,91900,325377,0,5,0.0,0.0,0.0,0.0,0.0,0.0
Northern Samar,VIII,2024,2,4,0,200431,767124,18,494,4117450.38,0.0,0.0,0.0,0.0,4117450.38
Samar,VIII,2024,0,0,0,114416,441663,0,4,0.0,5000000.0,0.0,0.0,0.0,5000000.0
Biliran,VIII,2024,0,0,0,7925,27608,0,0,0.0,33244999.5,0.0,0.0,0.0,33244999.5
Leyte,VIII,2024,0,0,0,7300,23326,0,0,9557221.86,51219062.93,0.0,0.0,0.0,60776284.79
Southern Leyte,VIII,2024,0,0,0,2433,9699,0,0,0.0,3750000.0,0.0,0.0,0.0,3750000.0
without breakdown,VIII,2024,3,0,0,0,0,275,4783,342899753.66,0.0,0.0,0.0,0.0,342899753.66
Zamboanga del Norte,IX,2024,3,1,2,41063,189569,20,11,0.0,0.0,2970000.0,0.0,0.0,2970000.0
Zamboanga del Sur,IX,2024,5,0,0,7742,28952,0,13,1726221.0,0.0,20000.0,0.0,0.0,1746221.0
Zamboanga Sibugay,IX,2024,0,0,0,1027,4074,0,0,6606037.6,0.0,0.0,0.0,0.0,6606037.6
without breakdown,IX,2024,4,2,0,37,169,149,345,1190730.0,0.0,1000250.0,0.0,0.0,2190980.0
Misamis Oriental,X,2024,1,4,1,8935,23986,2,9,0.0,0.0,90100.0,0.0,0.0,90100.0
Bukidnon,X,2024,1,2,1,3064,11678,10,5,15237644.88,4125019.28,561000.0,0.0,0.0,19923664.16
Lanao del Norte,X,2024,1,2,0,2159,8907,0,3,16589081.96,410000.0,20000.0,0.0,0.0,17019081.96
without breakdown,X,2024,1,1,0,0,0,163,1892,0.0,2817500.0,8519950.0,1500000.0,0.0,12837450.0
Camiguin,X,2024,0,0,0,134,556,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Occidental,X,2024,0,0,0,92,463,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao City,XI,2024,0,0,0,17,65,0,5,0.0,0.0,0.0,0.0,0.0,0.0
Davao del Norte,XI,2024,0,0,0,36,132,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao Occidental,XI,2024,1,0,0,3928,15919,9,37,0.0,0.0,0.0,0.0,100000.0,100000.0
Davao Oriental,XI,2024,0,0,0,3083,12178,5,4,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,XI,2024,0,0,0,0,0,50,449,0.0,0.0,0.0,0.0,0.0,0.0
Davao del Sur,XI,2024,0,0,0,110,392,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cotabato,XII,2024,0,0,0,47379,213265,1,1,95834178.18,0.0,0.0,0.0,0.0,95834178.18
Sarangani,XII,2024,0,1,0,4815,23925,9,6,138076867.3,0.0,0.0,0.0,0.0,138076867.3
South Cotabato,XII,2024,0,0,0,4100,20484,0,0,4849801.98,0.0,0.0,0.0,0.0,4849801.98
Sultan Kudarat,XII,2024,0,1,0,31308,151164,15,8,9131013.53,0.0,0.0,0.0,0.0,9131013.53
Caraga,XII,2024,0,0,0,16022,58405,24,198,0.0,65000.0,0.0,0.0,0.0,65000.0
Agusan del Sur,XII,2024,0,0,0,5,24,1,4,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Norte,XII,2024,0,0,0,2991,12966,0,0,0.0,0.0,0.0,0.0,0.0,0.0
BARMM,XII,2024,6,8,0,272943,1362297,143,371,0.0,0.0,0.0,0.0,0.0,0.0
Basilan,XII,2024,0,1,0,786,3815,1,5,0.0,0.0,0.0,0.0,0.0,0.0
Cotabato City,XII,2024,0,0,0,29571,147855,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lanao del Sur,XII,2024,4,3,0,12786,63918,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maguindanao del Norte,XII,2024,0,3,0,49816,246791,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maguindanao del Sur,XII,2024,2,0,0,179984,899918,0,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,XII,2024,0,1,0,0,0,225,703,22898170.0,15065000.0,0.0,0.0,0.0,37963170.0
Dinagat Islands,XII,2024,0,0,0,12645,43763,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Norte,XII,2024,0,0,0,380,1651,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Sur,XII,2024,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Metro Manila,NCR,2024,22,0,0,327816,1309360,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2024,0,1,0,58830,201199,0,16,4302986.57,89663000.0,0.0,0.0,0.0,93965986.57
Apayao,CAR,2024,0,0,0,21897,76974,0,0,8000.0,5533000.0,0.0,0.0,0.0,5541000.0
Benguet,CAR,2024,0,3,0,13146,44812,18,110,409701.53,193018595.52,0.0,0.0,0.0,193428297.05
Ifugao,CAR,2024,0,0,0,2747,9451,0,0,10459122.25,20585000.0,0.0,0.0,0.0,31044122.25
Kalinga,CAR,2024,0,0,0,3100,12144,0,0,421887.0,0.0,0.0,0.0,0.0,421887.0
Mountain Province,CAR,2024,0,0,0,2119,7451,1,72,1519182.17,68666670.0,0.0,0.0,0.0,70185852.17
without breakdown,CAR,2024,5,13,1,0,0,94,5485,46045377.61,382133668.4,0.0,0.0,0.0,428179046.01
