province,region,year,dead,injured/ill,missing,affected_families,affected_persons,dmg_house_totally,dmg_house_partial,cost_agri,cost_infra,cost_house,cost_priv,cost_others,cost_total
Misamis Occidental,X,2022,0,0,0,6,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Oriental,X,2022,0,0,0,1228,5421,76,532,1354500.0,110300000.0,0.0,0.0,0.0,111654500.0
Lanao del Norte,X,2022,0,0,0,282,1313,19,140,0.0,0.0,0.0,0.0,0.0,0.0
Davao de Oro,XI,2022,2,1,1,4759,16235,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Davao Oriental,XI,2022,1,0,0,17548,73814,5,18,10000.0,0.0,0.0,0.0,0.0,10000.0
Davao del Norte,XI,2022,0,0,0,11431,30984,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao Occidental,XI,2022,0,0,0,1451,7355,104,497,0.0,2500000.0,0.0,0.0,0.0,2500000.0
Davao,XI,2022,0,0,0,50,250,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sarangani,XII,2022,0,6,0,3399,10850,126,555,0.0,0.0,0.0,0.0,0.0,0.0
Cotabato,XII,2022,1,0,0,38539,169695,74,273,0.0,0.0,0.0,0.0,0.0,0.0
South Cotabato,XII,2022,1,0,0,277,1164,14,219,0.0,0.0,0.0,0.0,0.0,0.0
Sultan Kudarat,XII,2022,2,0,0,31956,137301,200,425,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Sur,CARAGA,2022,0,0,0,7020,30974,2,2,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Sur,CARAGA,2022,0,0,0,53,265,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dinagat Islands,CARAGA,2022,0,0,0,1446,4105,2,1,375000.0,0.0,0.0,0.0,0.0,375000.0
Surigao del Norte,CARAGA,2022,1,0,0,559,2174,0,5,0.0,0.0,0.0,0.0,0.0,0.0
BARMM,CARAGA,2022,68,169,13,274484,1077338,1062,1153,640499556.57,511200000.0,0.0,0.0,0.0,1151699556.57
Maguindanao,CARAGA,2022,0,0,0,55164,0,0,0,874000.0,0.0,0.0,0.0,0.0,874000.0
Lanao del Sur,CARAGA,2022,0,0,0,3739,550,0,0,2142000.0,0.0,0.0,0.0,0.0,2142000.0
Butuan,CARAGA,2022,0,0,0,127,532,2,1,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Norte,CARAGA,2022,0,0,0,67,290,18,12,0.0,0.0,0.0,0.0,0.0,0.0
Maguindanao,CARAGA,2022,66,164,13,147105,735525,1062,1153,583002546.67,511200000.0,0.0,0.0,0.0,1094202546.67
Cotabato,CARAGA,2022,0,0,0,67596,337980,0,0,2220000.0,0.0,0.0,0.0,0.0,2220000.0
Basilan,CARAGA,2022,0,0,0,499,1994,0,0,4316000.0,0.0,0.0,0.0,0.0,4316000.0
Sulu,CARAGA,2022,1,5,0,256,1289,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Tawi-tawi,CARAGA,2022,1,0,0,125,0,0,0,20830009.9,0.0,0.0,0.0,0.0,20830009.9
Special Geographic Areas,CARAGA,2022,0,0,0,0,0,0,0,27115000.0,0.0,0.0,0.0,0.0,27115000.0
Metro Manila,NCR,2022,0,1,0,10885,45017,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2022,0,0,0,3393,12927,1,24,315153.16000000003,110324560.0,0.0,0.0,0.0,110639713.16
Apayao,CAR,2022,0,1,1,2537,8670,1,1,81280161.8,264960000.0,0.0,0.0,0.0,346240161.8
Benguet,CAR,2022,0,3,0,7129,18474,8,111,9383163.18,204736030.0,0.0,0.0,0.0,214119193.18
Kalinga,CAR,2022,2,0,0,2217,10208,4,381,16889332.34,190012452.19,0.0,0.0,0.0,206901784.53
Mountain Province,CAR,2022,0,0,0,677,2389,7,47,8608722.93,101332840.0,0.0,0.0,0.0,109941562.93
Ifugao,CAR,2022,0,2,0,293,793,10,66,6129321.65,205195000.0,0.0,0.0,0.0,211324321.65
Ilocos Norte,I,2023,0,0,0,12,42,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ilocos Sur,I,2023,0,0,0,1218,4853,0,8,108000.0,0.0,0.0,0.0,0.0,108000.0
Pangasinan,I,2023,0,0,0,3543,12068,4,8,0.0,0.0,0.0,0.0,0.0,0.0
La Union,I,2023,0,0,0,2,8,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Dagupan,I,2023,0,0,0,10000,41512,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Batanes,II,2023,0,0,0,6588,21033,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cagayan,II,2023,0,0,0,621,1938,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Isabela,II,2023,0,0,0,313,1544,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Aurora,III,2023,0,0,0,2990,11361,2,2,283991.6,0.0,0.0,0.0,0.0,283991.6
Bataan,III,2023,0,0,0,75,329,0,0,34290.0,0.0,0.0,0.0,0.0,34290.0
Bulacan,III,2023,0,0,0,24050,93228,0,0,7020187.63,0.0,0.0,0.0,0.0,7020187.63
Pampanga,III,2023,0,0,0,34894,120377,0,0,171867938.34,0.0,0.0,0.0,0.0,171867938.34
Tarlac,III,2023,0,0,0,1,5,0,0,0.0,100000000.0,0.0,0.0,0.0,100000000.0
Zambales,III,2023,0,0,0,1726,6139,0,0,8089096.96,0.0,0.0,0.0,0.0,8089096.96
Nueva Ecija,III,2023,0,0,0,0,0,0,0,6474223.36,0.0,0.0,0.0,0.0,6474223.36
Quezon,CALABARZON,2023,0,0,0,303,1088,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cavite,CALABARZON,2023,0,0,0,14,52,0,1,6888765.18,0.0,0.0,0.0,0.0,6888765.18
Batangas,CALABARZON,2023,0,0,0,13,57,0,0,2738300.99,0.0,0.0,0.0,0.0,2738300.99
Rizal,CALABARZON,2023,2,0,0,22,84,22,0,0.0,0.0,0.0,0.0,0.0,0.0
Laguna,CALABARZON,2023,0,0,0,0,0,0,0,2000000.0,0.0,0.0,0.0,0.0,2000000.0
Palawan,MIMAROPA,2023,0,0,0,453,1612,3,4,0.0,0.0,0.0,0.0,0.0,0.0
Occidental Mindoro,MIMAROPA,2023,0,0,0,316,1059,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Romblon,MIMAROPA,2023,0,0,0,2,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Albay,V,2023,0,0,0,57,199,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Camarines Norte,V,2023,0,0,0,83,395,0,0,12215646.77,0.0,0.0,0.0,0.0,12215646.77
Camarines Sur,V,2023,0,0,0,25619,94738,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Catanduanes,V,2023,0,0,0,3,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sorsogon,V,2023,0,0,0,0,0,0,0,126000.0,0.0,0.0,0.0,0.0,126000.0
Aklan,VI,2023,1,0,0,63,200,1,8,0.0,0.0,0.0,0.0,0.0,0.0
Antique,VI,2023,0,0,0,4164,18536,11,42,206244.0,0.0,0.0,0.0,0.0,206244.0
Iloilo,VI,2023,1,0,0,3747,14755,15,95,1637033.74,0.0,0.0,0.0,0.0,1637033.74
Negros Occidental,VI,2023,0,0,0,6835,30077,1,31,2474596.0,0.0,0.0,0.0,0.0,2474596.0
Guimaras,VI,2023,0,0,0,39,132,1,8,681951.24,0.0,0.0,0.0,0.0,681951.24
Southern Leyte,VIII,2023,0,0,0,121,447,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bukidnon,X,2023,0,0,0,1,3,0,0,40000.0,0.0,0.0,0.0,0.0,40000.0
Camiguin,X,2023,0,0,0,35,156,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Oriental,X,2023,0,0,0,18,53,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Occidental,X,2023,0,0,0,87,315,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lanao del Norte,X,2023,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao Oriental,XI,2023,0,0,1,0,0,156,812,36094701.0,0.0,0.0,0.0,0.0,36094701.0
Davao de Oro,XI,2023,0,0,0,0,0,0,0,14155228.5,0.0,0.0,0.0,0.0,14155228.5
Agusan del Norte,CARAGA,2023,0,0,0,319,1413,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Butuan,CARAGA,2023,0,0,0,561,1954,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Sur,CARAGA,2023,0,0,0,16496,69224,26,189,16470020.0,0.0,0.0,0.0,0.0,16470020.0
Surigao del Norte,CARAGA,2023,0,0,0,823,2802,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Sur,CARAGA,2023,0,0,0,76009,276969,38,1913,9709578.51,2352000.0,0.0,0.0,0.0,12061578.51
Dinagat Islands,CARAGA,2023,0,0,0,450,1553,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2023,0,0,0,5719,20194,0,7,25000.0,0.0,0.0,0.0,0.0,25000.0
Apayao,CAR,2023,0,0,0,14,46,0,2,0.0,5583418.96,0.0,0.0,0.0,5583418.96
Benguet,CAR,2023,0,1,0,367,1554,0,9,0.0,68695.58,0.0,0.0,0.0,68695.58
Ifugao,CAR,2023,0,0,0,3,12,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Mountain Province,CAR,2023,0,0,0,55,211,1,23,0.0,0.0,0.0,0.0,0.0,0.0
Dagupan,I,2024,0,0,0,22139,91573,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ilocos Norte,I,2024,0,0,0,101637,348798,0,12,111369465.69,809945200.0,0.0,0.0,0.0,921314665.69
Ilocos Sur,I,2024,0,0,0,34278,126154,5,103,575536390.5,0.0,0.0,0.0,0.0,575536390.5
La Union,I,2024,1,1,2,51745,174047,7,496,63747734.0,596380000.0,0.0,500000.0,0.0,660627734.0
Pangasinan,I,2024,0,0,0,281585,1088272,4,16,330869096.2,524408290.46,0.0,0.0,0.0,855277386.66
without breakdown,I,2024,4,1,2,0,0,354,11057,1045109294.57,1642307080.27,0.0,0.0,0.0,2687416374.84
Batanes,II,2024,0,0,0,19391,56222,0,0,2085213.19,49500000.0,0.0,0.0,0.0,51585213.19
Cagayan,II,2024,0,3,0,194260,651206,4,2,23124676.9,67050000.0,0.0,0.0,0.0,90174676.9
Isabela,II,2024,0,0,0,111825,418477,0,0,58860226.16,30500000.0,0.0,0.0,0.0,89360226.16
Nueva Vizcaya,II,2024,0,0,0,12204,42401,0,34,43993222.16,62440000.0,0.0,0.0,0.0,106433222.16
Quirino,II,2024,0,1,0,70972,282773,0,0,12077665.09,11888963.94,0.0,0.0,0.0,23966629.03
without breakdown,II,2024,10,16,2,0,0,2301,38112,1382678516.42,1289965159.27,0.0,100000.0,0.0,2672743675.69
Aurora,III,2024,0,0,0,75148,251806,5,17,75696487.7,0.0,0.0,0.0,0.0,75696487.7
Angeles,III,2024,2,1,0,97,358,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bataan,III,2024,0,0,0,235462,798197,0,0,198482639.72,263027970.23,0.0,0.0,0.0,461510609.95
Bulacan,III,2024,0,2,0,851364,2825426,475,242,389426547.57,272680324.6,0.0,0.0,0.0,662106872.17
Nueva Ecija,III,2024,0,0,0,138205,506284,0,0,1478641317.02,30500000.0,0.0,0.0,0.0,1509141317.02
Olongapo,III,2024,0,4,0,379,1372,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pampanga,III,2024,0,0,0,498257,1674413,13,69,1170097321.47,89494540.07,0.0,0.0,0.0,1259591861.54
Tarlac,III,2024,0,0,0,41840,153120,8,105,183854527.22,497001064.02,0.0,0.0,0.0,680855591.24
Zambales,III,2024,0,0,0,16528,61171,0,5,127612071.26,564206000.0,0.0,0.0,0.0,691818071.26
without breakdown,III,2024,7,6,0,0,0,894,6685,679228212.15,2015295779.23,0.0,0.0,0.0,2694523991.38
Batangas,CALABARZON,2024,5,0,0,96637,406419,166,1425,9311369.0,406798000.0,0.0,0.0,0.0,416109369.0
Cavite,CALABARZON,2024,0,0,1,115551,466312,57,314,19137715.04,132248158.68,0.0,0.0,0.0,151385873.72
Laguna,CALABARZON,2024,0,0,0,191753,868154,104,1388,80500978.0,192309321.9,0.0,0.0,0.0,272810299.9
Quezon,CALABARZON,2024,5,0,2,161036,600994,600,5037,41404484.0,552178399.82,0.0,0.0,0.0,593582883.82
Rizal,CALABARZON,2024,22,5,5,57098,248785,1168,5609,1264084.44,87333700.0,0.0,0.0,0.0,88597784.44
without breakdown,CALABARZON,2024,74,45,13,0,0,7793,69738,553950227.89,2704248400.73,0.0,0.0,0.0,3258198628.62
Marinduque,MIMAROPA,2024,0,0,0,15750,48617,0,0,5162400.0,0.0,0.0,0.0,0.0,5162400.0
Occidental Mindoro,MIMAROPA,2024,0,0,0,21099,87664,20,144,62954724.74,69225610.86,0.0,0.0,0.0,132180335.6
Oriental Mindoro,MIMAROPA,2024,0,0,0,34889,144720,5,101,141980676.97,1398961136.23,0.0,20000.0,20000.0,1540981813.2
Romblon,MIMAROPA,2024,0,0,0,4460,18418,10,130,31317047.55,88938083.33,0.0,0.0,0.0,120255130.88
Palawan,MIMAROPA,2024,10,3,0,16584,67806,5,104,254000.0,0.0,0.0,0.0,0.0,254000.0
without breakdown,MIMAROPA,2024,0,0,0,0,0,201,1907,1499552871.3200002,397967553.79,0.0,0.0,0.0,1897520425.11
Albay,V,2024,0,4,0,376195,1456535,12,0,8350844.06,1905833.5,0.0,0.0,0.0,10256677.56
Camarines Norte,V,2024,2,2,18,189649,817270,47,494,123063423.85,0.0,0.0,0.0,0.0,123063423.85
Camarines Sur,V,2024,2,1,0,843610,3530908,7,39,598279855.0899999,341540834.0,0.0,0.0,0.0,939820689.09
Catanduanes,V,2024,0,0,0,94291,348051,0,0,502955.0,0.0,0.0,0.0,0.0,502955.0
Masbate,V,2024,0,0,0,46667,165598,0,2,516000.0,200000.0,100000.0,0.0,0.0,816000.0
Naga,V,2024,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sorsogon,V,2024,0,1,0,150193,597715,18,5201,6507000.0,12500000.0,0.0,0.0,0.0,19007000.0
without breakdown,V,2024,66,74,7,0,0,21828,120005,3862015012.93,6239190810.42,0.0,0.0,203000.0,10101408823.35
Aklan,VI,2024,0,0,0,38925,155289,0,1,105392.33,0.0,0.0,0.0,0.0,105392.33
Antique,VI,2024,1,0,0,60593,206750,9,46,12308831.23,0.0,0.0,0.0,0.0,12308831.23
Capiz,VI,2024,0,0,0,4772,18947,1,0,50430116.19,0.0,0.0,0.0,0.0,50430116.19
Guimaras,VI,2024,1,0,0,3096,9775,0,0,57073.35,0.0,0.0,0.0,0.0,57073.35
Iloilo,VI,2024,1,0,0,84780,333470,34,197,11941295.66,0.0,0.0,0.0,0.0,11941295.66
Negros Occidental,VI,2024,3,0,0,103543,399812,5,8,9860228.35,0.0,0.0,0.0,0.0,9860228.35
without breakdown,VI,2024,0,0,0,0,0,968,26177,895539634.3900001,200000.0,0.0,0.0,0.0,895739634.3900001
Cebu,VII,2024,2,10,0,14367,42743,6,5,0.0,0.0,0.0,0.0,0.0,0.0
Negros Oriental,VII,2024,0,0,0,2137,5207,3,9,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,VII,2024,5,1,1,0,0,46,171,0.0,226044.11,0.0,0.0,0.0,226044.11
Bohol,VII,2024,2,0,0,51256,69766,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Siquijor,VII,2024,0,0,0,49,96,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Samar,VIII,2024,0,0,2,91900,325377,0,5,0.0,0.0,0.0,0.0,0.0,0.0
Northern Samar,VIII,2024,2,4,0,200431,767124,18,494,4117450.38,0.0,0.0,0.0,0.0,4117450.38
Samar,VIII,2024,0,0,0,114416,441663,0,4,0.0,5000000.0,0.0,0.0,0.0,5000000.0
Biliran,VIII,2024,0,0,0,7925,27608,0,0,0.0,33244999.5,0.0,0.0,0.0,33244999.5
Leyte,VIII,2024,0,0,0,7300,23326,0,0,9557221.86,51219062.93,0.0,0.0,0.0,60776284.79
Southern Leyte,VIII,2024,0,0,0,2433,9699,0,0,0.0,3750000.0,0.0,0.0,0.0,3750000.0
without breakdown,VIII,2024,3,0,0,0,0,275,4783,342899753.66,0.0,0.0,0.0,0.0,342899753.66
Zamboanga del Norte,IX,2024,3,1,2,41063,189569,20,11,0.0,0.0,2970000.0,0.0,0.0,2970000.0
Zamboanga del Sur,IX,2024,5,0,0,7742,28952,0,13,1726221.0,0.0,20000.0,0.0,0.0,1746221.0
Zamboanga Sibugay,IX,2024,0,0,0,1027,4074,0,0,6606037.6,0.0,0.0,0.0,0.0,6606037.6
without breakdown,IX,2024,4,2,0,37,169,149,345,1190730.0,0.0,1000250.0,0.0,0.0,2190980.0
Misamis Oriental,X,2024,1,4,1,8935,23986,2,9,0.0,0.0,90100.0,0.0,0.0,90100.0
Bukidnon,X,2024,1,2,1,3064,11678,10,5,15237644.88,4125019.28,561000.0,0.0,0.0,19923664.16
Lanao del Norte,X,2024,1,2,0,2159,8907,0,3,16589081.96,410000.0,20000.0,0.0,0.0,17019081.96
without breakdown,X,2024,1,1,0,0,0,163,1892,0.0,2817500.0,8519950.0,1500000.0,0.0,12837450.0
Camiguin,X,2024,0,0,0,134,556,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Occidental,X,2024,0,0,0,92,463,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao City,XI,2024,0,0,0,17,65,0,5,0.0,0.0,0.0,0.0,0.0,0.0
Davao del Norte,XI,2024,0,0,0,36,132,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao Occidental,XI,2024,1,0,0,3928,15919,9,37,0.0,0.0,0.0,0.0,100000.0,100000.0
Davao Oriental,XI,2024,0,0,0,3083,12178,5,4,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,XI,2024,0,0,0,0,0,50,449,0.0,0.0,0.0,0.0,0.0,0.0
Davao del Sur,XI,2024,0,0,0,110,392,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cotabato,XII,2024,0,0,0,47379,213265,1,1,95834178.18,0.0,0.0,0.0,0.0,95834178.18
Sarangani,XII,2024,0,1,0,4815,23925,9,6,138076867.3,0.0,0.0,0.0,0.0,138076867.3
South Cotabato,XII,2024,0,0,0,4100,20484,0,0,4849801.98,0.0,0.0,0.0,0.0,4849801.98
Sultan Kudarat,XII,2024,0,1,0,31308,151164,15,8,9131013.53,0.0,0.0,0.0,0.0,9131013.53
Caraga,XII,2024,0,0,0,16022,58405,24,198,0.0,65000.0,0.0,0.0,0.0,65000.0
Agusan del Sur,XII,2024,0,0,0,5,24,1,4,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Norte,XII,2024,0,0,0,2991,12966,0,0,0.0,0.0,0.0,0.0,0.0,0.0
BARMM,XII,2024,6,8,0,272943,1362297,143,371,0.0,0.0,0.0,0.0,0.0,0.0
Basilan,XII,2024,0,1,0,786,3815,1,5,0.0,0.0,0.0,0.0,0.0,0.0
Cotabato City,XII,2024,0,0,0,29571,147855,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lanao del Sur,XII,2024,4,3,0,12786,63918,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maguindanao,XII,2024,0,3,0,49816,246791,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maguindanao,XII,2024,2,0,0,179984,899918,0,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,XII,2024,0,1,0,0,0,225,703,22898170.0,15065000.0,0.0,0.0,0.0,37963170.0
Dinagat Islands,XII,2024,0,0,0,12645,43763,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Norte,XII,2024,0,0,0,380,1651,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Sur,XII,2024,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Metro Manila,NCR,2024,22,0,0,327816,1309360,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2024,0,1,0,58830,201199,0,16,4302986.57,89663000.0,0.0,0.0,0.0,93965986.57
Apayao,CAR,2024,0,0,0,21897,76974,0,0,8000.0,5533000.0,0.0,0.0,0.0,5541000.0
Benguet,CAR,2024,0,3,0,13146,44812,18,110,409701.53,193018595.52,0.0,0.0,0.0,193428297.05
Ifugao,CAR,2024,0,0,0,2747,9451,0,0,10459122.25,20585000.0,0.0,0.0,0.0,31044122.25
Kalinga,CAR,2024,0,0,0,3100,12144,0,0,421887.0,0.0,0.0,0.0,0.0,421887.0
Mountain Province,CAR,2024,0,0,0,2119,7451,1,72,1519182.17,68666670.0,0.0,0.0,0.0,70185852.17
without breakdown,CAR,2024,5,13,1,0,0,94,5485,46045377.61,382133668.4,0.0,0.0,0.0,428179046.01
